Sigma;Epsilon;Void;Energy
99.1;0.1845;0.7427235;
198.1;0.1885;0.7341755;0.5944
400.1;0.194;0.722422;2.23945
798.299968;0.2005;0.7085315;6.134249896
1596.2;0.2245;0.6572435;34.86824952
2499.10021;0.2405;0.6230515;67.6306512
